question_candidate_id,question,source_candidate_id,parent_keyword,target_page,locale,decision,approval_status,active,decision_reason,source_type,catalogue_version,build_id,keyword_link_method,cluster_id,intent,human_pick,phrasing_1,phrasing_2,evidence
b903c10fefe7930ef5b8351335699d6e16541b097e025f0aaf01eac943f9581e,Are mules comfortable enough for all-day walking compared with cushioned everyday shoes?,3c19f48ce357a93904a809d9ddb001c8369b9b92dfb9cb1b0459d4489151e95f,best mules for walking,https://sunnystep.com/collections/mules,en-SG,selected,approved,1,Useful non-competitor comparison for walking mules.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,69af9bc67f88b405fa99463b61bf91cded54f2b5a22ee4ee88c65f719f680087,comparison,1,Are mules comfortable enough for all-day walking compared with cushioned everyday shoes?,How do walking mules compare with cushioned shoes for all-day comfort?,COMMIT_PENDING
dda76b5a1c512a7fdfee70db4e731edaa39f3003434c94c49cbd98172aa1c38d,Can mules be comfortable enough for a full work day?,128ed6653d93c29000e3894ad0577cf2982fab9d11995c1a8bc294c027e73970,mules singapore,https://sunnystep.com/collections/mules,en-SG,selected,approved,1,Natural all-day mule comfort question; aligns with mule experiment theme.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,5cdc7249ef39f16678e6f7f8714b4345e206ec3eb11afe132238d6e58c272cea,problem_situation,2,What should I look for in mules if I need more comfort at work?,Can mules be comfortable enough for a full work day?,COMMIT_PENDING
a9f0cba789d2a140e1a8f92c153c6cb7e502d86851f099dc85bc39203c8e5cc7,How do I choose comfortable white sneakers that still work with dresses?,5995dabb46a44af398c767d45b9a7817bec089fa0bdbae0cb5bd04fc672e8800,most comfortable white sneakers to wear with dresses,https://my.sunnystep.com/products/balance-runner,en-SG,selected,approved,1,Distinct style use-case; low overlap with other rows.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,fd982b2f1d535703af74886f15e6c8e63bae75a62161d749a04fe32ca18c6638,feature_education,2,What cushioning and fit features matter in white sneakers I can wear with dresses?,How do I choose comfortable white sneakers that still work with dresses?,COMMIT_PENDING
77f174888d5600e04e8c17512db179be652677fd6cf36ea797fff53d9ac62313,How do I choose comfortable women's walking shoes with arch support?,4feadc44012c5d009bfccfdd9f345f3c0aed15a1c093718f95e77d44eab510fa,most comfortable walking shoes for women with arch support,https://sunnystep.com/products/balance-walker,en-SG,selected,approved,1,Women walking + arch-support variant; keep separate from core category.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,bf38a5dbbfda382695fd71991c17c3b32efb57662428b96252f01b2ab4b6f707,problem_situation,2,What should I look for in women's walking shoes with arch support for work days?,How do I choose comfortable women's walking shoes with arch support?,COMMIT_PENDING
2267e39a98bba38a76f815029bbf1912f8498b25d27b7d3bb738e4fe2a4cefb6,How do I choose comfortable work shoes with arch support?,83a3e3a93d03851e8a8b2e58e2aa7daf0da9545acdd0499c8322e7b86af95eb6,best work shoes with arch support,https://sunnystep.com/products/balance-walker?variant=44204239552572,en-SG,selected,approved,1,Work + arch-support angle; shopping criteria framing.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,5409a7be0cacb0b7dae1b9d950116b89051f83e6403800292b807f2664ca5a8f,problem_situation,2,What should I look for in work shoes with arch support for long days on my feet?,How do I choose comfortable work shoes with arch support?,COMMIT_PENDING
c7eb5d502952f830916842d7a8aece5970aa4816f6df057432bb577b77378c18,How do I choose men's mules that stay comfortable in Singapore weather?,5083f4e9c22dc9175b4fac4f0980ded17443a763102989c76ad623bc4b59343d,mens mules,https://sunnystep.com/collections/men-mules,en-SG,selected,approved,1,Distinct mens mules category; good collection target.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,2fa558eb112cbe5289f8fff930885ed8e32fa4d7f426fad0d35428278d88917a,product_selection,1,How do I choose men's mules that stay comfortable in Singapore weather?,"What should I look for in men's mules for hot, humid days?",COMMIT_PENDING
4fcfff5ed8120b3ecd5b9535eec0ec1e37de7cc3cb8be5474705d603437461a6,How do I choose walking sandals for all-day wear in Singapore?,2875d948d51f91c7caec38df5b938251a7dad54aa2d286bfae2662add789e6ce,best walking sandals,https://sunnystep.com/products/balance-crossover-sandal,en-SG,selected,approved,1,Core walking-sandal selection; climate fit; strong product target.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,0f5155671b954a54f7dcadf33f3bc1a6026ebdaa5d0e1dd50b7ace5265e5f9c2,product_selection,2,What should I look for in walking sandals that stay comfortable in Singapore heat and humidity?,How do I choose walking sandals for all-day wear in Singapore?,COMMIT_PENDING
8eb2e0a05cb9813aeb1d21877060ebf2b675223e7ff44c7dd0fa414f6b684bb8,How do I choose women's walking shoes for Singapore heat and humidity?,dece481e87aed668b489d87d6176f575a55c520bc8a0df37e03d6ae3bf591ba7,walking shoes for women,https://sunnystep.com/collections/walking-shoes-women,en-SG,selected,approved,1,Core women walking category; Singapore context; collection target.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,0e549ad67b71abe0d6a0dae7f5d901becf67da884566cc24329ec5561c9bf9c1,product_selection,1,How do I choose women's walking shoes for Singapore heat and humidity?,What makes walking shoes for women comfortable in Singapore?,COMMIT_PENDING
bb09987a19bbc050b8786b61cc57a9d4ebc3709165fbf4f6a3a02970512897b0,How do cushioned flats with arch support compare with everyday cushioned shoes for all-day wear?,2c83baf7da2721e295a1ad3eb1bb2b0f6058dd4ba4b6d0e49780d563b4dd283c,flats with cushion and arch support,https://sunnystep.com/products/balance-flex-ballerina?variant=44204229328956,en-SG,selected,approved,1,Clear flats vs cushioned comparison; product target.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,16517446a17ed34866f662274e3894627eb88c811bd17f3e88849562ca3b20aa,comparison,1,How do cushioned flats with arch support compare with everyday cushioned shoes for all-day wear?,Are cushioned arch-support flats better than regular cushioned shoes for long days?,COMMIT_PENDING
e59c0ab6e14c1fbe664338569001767275558e2579e006427a5f0437fd78f0ba,How do sliders/slippers compare with cushioned everyday shoes for all-day comfort?,5276a2c70d76f7f693252fa7377bb59c0da69f696fa746a15789c463e815dcc2,sliders slippers,https://sunnystep.com/collections/sliders,en-SG,selected,approved,1,Category comparison; sliders collection target.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,0297bdaa08d9f025e761a24fe8681c33bef4971c76ca0c72621be4428a44194f,comparison,1,How do sliders/slippers compare with cushioned everyday shoes for all-day comfort?,Are cushioned everyday shoes more comfortable than sliders for long days on your feet?,COMMIT_PENDING
17054b97e27372a90606c501c6aaee06daa401b7be2ad7688a6bd4f93b48c6b2,What formal shoes with arch support work for long office days and after-work walks in Singapore?,5d6a0086343bc376e5d3f5f2421a94692c5760eeffece3344bc1713cc89d6048,arch support formal shoes,https://sunnystep.com/products/balance-dress-derby?variant=44204223758396,en-SG,selected,approved,1,Formal + arch support lifestyle; keep shopping frame.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,d43ba2f557bf21641187861447cc27caad4e663523d30d1d09dea440b749c9c2,work_lifestyle,1,What formal shoes with arch support work for long office days and after-work walks in Singapore?,Can formal shoes with good arch support handle office days plus walking in Singapore?,COMMIT_PENDING
2f688793cdcda594553f13a69ee7f1a299e9d7823fb77272745362a31cc20253,What should I check for when buying sandals with arch support?,954b8b5c48b3ebe42504c2e15fb5f7fa6cf965fbeda2faa3575c866ffa16f8cb,arch support sandals,https://sunnystep.com/products/balance-crossover-sandal?variant=44204250824764,en-SG,selected,approved,1,Shopping-frame arch-support sandals; clear SKU.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,40995067909021ff579ade230fbb786545a66f3c4e5cc98f3aed6e0427744b52,feature_education,2,What cushioning and fit features matter most in arch-support sandals?,What should I check for when buying sandals with arch support?,COMMIT_PENDING
ee36b9eb01c4376c861dc13e0fbda06e47f2312014838b7d5c663f37fc5e2aca,What should I look for in loafers if I'll be walking a lot?,ba39ded65d073bc6a0b0f12e1164f176013fa2738e752c52cb9d3333cf76e0e2,loafers for walking,https://sunnystep.com/products/balance-penny-loafer?variant=44204233687100,en-SG,selected,approved,1,Feature checklist AIs answer well; product target.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,1cb0bd471ca8921f30560a380fa346d8a13dbf43ec1d79b29239c859dd0c48cb,feature_education,2,What cushioning and fit features matter most in loafers for walking?,What should I look for in loafers if I'll be walking a lot?,COMMIT_PENDING
8a4c869ecc13b708fa1b3fd0df1a43ebf483658f5363ae4504b44388693aea06,What should I look for in shoes if heel discomfort bothers me on long office days in Singapore?,2e8b9f7237a8e6f3f1752b578bb5170840584319f3e8414b5c297a2a7b74cea3,shoes for heel pain,https://sunnystep.com/products/balance-air-sneaker?variant=44204248170556,en-SG,selected,approved,1,Real demand; YMYL-safe features/fit framing only (no treat/cure).,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,2a39983403d52d0131f242066d65d73cc0a1d06a5adad312ffd2e2c60336dae8,work_lifestyle,1,What should I look for in shoes if heel discomfort bothers me on long office days in Singapore?,Which shoe features help with heel discomfort for office days and after-work walks?,COMMIT_PENDING
cbb0e8bcd0f927d6ac2ae2130d46d71d2f94571bd852a91d6080b8cd939f9723,Which formal shoes stay comfortable for daily wear in Singapore?,f4ad5edacc9f0fc9c540d97b6938f8de10ba5479d52d8610b9d150d15edd29a3,formal shoe,https://sunnystep.com/products/balance-hazel-loafer?variant=45419533434940,en-SG,selected,approved,1,Broad comfortable-formal probe; answerable.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,78677a63a7b1fad07e62213d473fd70dc7af62e74bea385c25a4d01b0bc6bc25,recommendation,2,What are comfortable formal shoe options for everyday wear in Singapore?,Which formal shoes stay comfortable for daily wear in Singapore?,COMMIT_PENDING
0e7fd658d22d618e8b2bc1a338ad4217be3cad2ce0f3f4919a12b387b8781ecf,Which oxford-style walking shoes work for office days and after-work walks in Singapore?,979b94b78c296e2949945f7a0462acce5400e565d7e93945355162edf383c1cb,oxford walking shoes,https://sunnystep.com/products/balance-oxford,en-SG,selected,approved,1,Office + walk lifestyle; product target.,llm_assisted,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,155e2fccf5652f98bda787562ae0ae756819e050bc9b13bf7d4fe6db205e2e4f,work_lifestyle,1,Which oxford-style walking shoes work for office days and after-work walks in Singapore?,Can oxford walking shoes handle long office days plus walking in Singapore?,COMMIT_PENDING
d27e868fa12599e5fc834fc627dc10002518d7f987dafd703fa298aaac598d74,How do I choose comfortable ladies shoes that stay comfortable in Singapore's heat and humidity?,763af0816b426bd04e44839e835b5523da1fe9af04283b3160c9dddd386e4972,comfortable ladies shoes singapore,https://sunnystep.com/collections/walking-shoes-women,en-SG,rejected,rejected,0,Near-duplicate of walking shoes for women; keep the clearer category question instead.,synthetic_draft,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,27e8fe63cc6a9ca0f932e5c4913a00a7044aa745d1412467cb74f728e0d6e41f,product_selection,,How do I choose comfortable women's shoes for Singapore's heat and humidity?,What makes ladies' shoes comfortable for everyday walking in Singapore?,COMMIT_PENDING
e5147407895c50e4a43c6b4ca727eb388b57a59746473570959929c8b99880de,What are the most comfortable sneaker shop options for everyday wear in Singapore?,d9e3baa7b6fee6241c1a329d90316a684f107d0f552cae74f19ba09844fc7377,sneaker shop singapore,https://sunnystep.com/,en-SG,rejected,rejected,0,Vague sneaker-shop intent; homepage target; overlaps clearer comfort-sneaker questions.,synthetic_draft,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,177e7cec14c53eb2e191db67bb7e9b56786aa8b4e35abbca03c7e3d3f9630769,recommendation,,Where can I find comfortable everyday sneakers in Singapore?,What should I look for when shopping for comfortable sneakers in Singapore?,COMMIT_PENDING
33b8f9930e476f10f758f920d84390ace2f8796d7afedca0a09596177f126c38,What should I look for in shoes if I need more comfort for scholl shoes at work?,73219e24c28e55474d1860b0d58cabd6c0fb16ff8d557022aa6b4a2ac84233f0,scholl shoes singapore,https://sunnystep.com/,en-SG,rejected,rejected,0,Competitor-led (Scholl); homepage target; weak Sunnystep answer win for GEO pilot.,synthetic_draft,evidence-questions-v1-f0c5b436,f0c5b436-7521-445d-9058-acff84d47deb,provenance_source_candidate_id,177e7cec14c53eb2e191db67bb7e9b56786aa8b4e35abbca03c7e3d3f9630769,problem_situation,,What should I look for if I want comfortable work shoes similar to Scholl-style comfort footwear in Singapore?,How do comfort work shoes in Singapore compare with Scholl-style options?,COMMIT_PENDING
